Geneid	max_TPM	category	family_id	subsample_assignment1	subsample_assignment2	subsample_assignment3	subsample_assignment4	subsample_assignment5	subsample_assignment6	subsample_assignment7	subsample_assignment8	subsample_assignment9	subsample_assignment10
GRMZM2G056799	543.293091	highly-expressed	2064	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample4	subsample3	subsample1	subsample5
GRMZM2G318681	1385.178955	highly-expressed	2064	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample4	subsample3	subsample1	subsample5
GRMZM2G027173	1699.24353	highly-expressed	2064	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample4	subsample3	subsample1	subsample5
GRMZM2G123373	1725.026855	highly-expressed	2064	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample4	subsample3	subsample1	subsample5
GRMZM2G700476	0.843356	unexpressed	2068	subsample1	subsample4	subsample4	subsample4	subsample2	subsample2	subsample2	subsample5	subsample3	subsample5
GRMZM2G164440	4167.750488	highly-expressed	2074	subsample2	subsample3	subsample1	subsample2	subsample2	subsample1	subsample3	subsample1	subsample1	subsample3
GRMZM2G061929	434.290039	highly-expressed	2076	subsample4	subsample4	subsample5	subsample3	subsample3	subsample2	subsample2	subsample5	subsample3	subsample2
GRMZM2G012537	0.469765	unexpressed	2078	subsample4	subsample1	subsample2	subsample1	subsample3	subsample2	subsample3	subsample1	subsample3	subsample3
GRMZM2G384564	0	unexpressed	2079	subsample3	subsample5	subsample2	subsample4	subsample3	subsample3	subsample1	subsample4	subsample3	subsample2
AC191380.3_FG001	0.359835	unexpressed	2079	subsample3	subsample5	subsample2	subsample4	subsample3	subsample3	subsample1	subsample4	subsample3	subsample2
GRMZM2G087197	0.211816	unexpressed	2080	subsample3	subsample4	subsample4	subsample1	subsample5	subsample3	subsample5	subsample2	subsample4	subsample2
GRMZM2G044100	1062.713135	highly-expressed	2082	subsample2	subsample2	subsample1	subsample2	subsample2	subsample5	subsample1	subsample2	subsample3	subsample4
GRMZM2G072315	704.17041	highly-expressed	2083	subsample5	subsample4	subsample5	subsample4	subsample4	subsample2	subsample2	subsample5	subsample4	subsample1
GRMZM2G090422	3451.840332	highly-expressed	2083	subsample5	subsample4	subsample5	subsample4	subsample4	subsample2	subsample2	subsample5	subsample4	subsample1
AC209926.4_FG002	0.659073	unexpressed	2084	subsample1	subsample3	subsample3	subsample2	subsample2	subsample5	subsample3	subsample2	subsample3	subsample5
GRMZM5G862413	0.686312	unexpressed	2084	subsample1	subsample3	subsample3	subsample2	subsample2	subsample5	subsample3	subsample2	subsample3	subsample5
GRMZM2G146809	545.437866	highly-expressed	2085	subsample4	subsample3	subsample3	subsample3	subsample4	subsample3	subsample2	subsample5	subsample5	subsample3
GRMZM2G392863	2667.29541	highly-expressed	2085	subsample4	subsample3	subsample3	subsample3	subsample4	subsample3	subsample2	subsample5	subsample5	subsample3
GRMZM2G064698	5646.740234	highly-expressed	2085	subsample4	subsample3	subsample3	subsample3	subsample4	subsample3	subsample2	subsample5	subsample5	subsample3
GRMZM2G153488	5731.968262	highly-expressed	2085	subsample4	subsample3	subsample3	subsample3	subsample4	subsample3	subsample2	subsample5	subsample5	subsample3
GRMZM2G046532	8517.821289	highly-expressed	2085	subsample4	subsample3	subsample3	subsample3	subsample4	subsample3	subsample2	subsample5	subsample5	subsample3
GRMZM2G153368	11620.63574	highly-expressed	2085	subsample4	subsample3	subsample3	subsample3	subsample4	subsample3	subsample2	subsample5	subsample5	subsample3
GRMZM2G000129	0	unexpressed	2090	subsample2	subsample3	subsample1	subsample4	subsample2	subsample4	subsample5	subsample1	subsample4	subsample3
AC187088.3_FG002	0	unexpressed	2090	subsample2	subsample3	subsample1	subsample4	subsample2	subsample4	subsample5	subsample1	subsample4	subsample3
GRMZM5G855705	0.238819	unexpressed	2092	subsample3	subsample1	subsample2	subsample3	subsample4	subsample3	subsample3	subsample5	subsample2	subsample1
AC210678.3_FG004	0.18342	unexpressed	2094	subsample3	subsample4	subsample2	subsample2	subsample2	subsample1	subsample4	subsample4	subsample3	subsample3
GRMZM5G820826	0.238209	unexpressed	2096	subsample1	subsample4	subsample3	subsample5	subsample5	subsample5	subsample5	subsample5	subsample5	subsample4
GRMZM5G868313	0.528371	unexpressed	2096	subsample1	subsample4	subsample3	subsample5	subsample5	subsample5	subsample5	subsample5	subsample5	subsample4
GRMZM2G162180	0.747939	unexpressed	2096	subsample1	subsample4	subsample3	subsample5	subsample5	subsample5	subsample5	subsample5	subsample5	subsample4
GRMZM2G117648	0.881757	unexpressed	2096	subsample1	subsample4	subsample3	subsample5	subsample5	subsample5	subsample5	subsample5	subsample5	subsample4
GRMZM2G118104	404.601654	highly-expressed	2098	subsample3	subsample3	subsample3	subsample5	subsample2	subsample4	subsample2	subsample5	subsample3	subsample1
GRMZM2G154747	1322.594849	highly-expressed	2100	subsample2	subsample1	subsample5	subsample3	subsample5	subsample2	subsample3	subsample4	subsample1	subsample5
GRMZM2G071433	2013.730225	highly-expressed	2100	subsample2	subsample1	subsample5	subsample3	subsample5	subsample2	subsample3	subsample4	subsample1	subsample5
GRMZM2G079661	1586.214111	highly-expressed	2101	subsample3	subsample3	subsample5	subsample4	subsample3	subsample5	subsample5	subsample3	subsample1	subsample4
GRMZM2G003838	2084.856201	highly-expressed	2101	subsample3	subsample3	subsample5	subsample4	subsample3	subsample5	subsample5	subsample3	subsample1	subsample4
GRMZM2G073969	2459.115723	highly-expressed	2105	subsample2	subsample3	subsample5	subsample1	subsample2	subsample1	subsample1	subsample3	subsample1	subsample4
GRMZM2G152189	461.480865	highly-expressed	2107	subsample2	subsample4	subsample2	subsample5	subsample2	subsample3	subsample4	subsample4	subsample2	subsample1
GRMZM2G019373	653.796753	highly-expressed	2107	subsample2	subsample4	subsample2	subsample5	subsample2	subsample3	subsample4	subsample4	subsample2	subsample1
GRMZM2G113646	0.686475	unexpressed	2109	subsample3	subsample4	subsample4	subsample1	subsample4	subsample3	subsample1	subsample2	subsample4	subsample2
GRMZM2G302499	0.749739	unexpressed	2109	subsample3	subsample4	subsample4	subsample1	subsample4	subsample3	subsample1	subsample2	subsample4	subsample2
GRMZM2G316555	0.943705	unexpressed	2109	subsample3	subsample4	subsample4	subsample1	subsample4	subsample3	subsample1	subsample2	subsample4	subsample2
AC233979.1_FG009	376.947693	highly-expressed	2116	subsample2	subsample5	subsample1	subsample5	subsample1	subsample1	subsample2	subsample5	subsample1	subsample4
GRMZM2G061613	0	unexpressed	2118	subsample4	subsample5	subsample1	subsample2	subsample3	subsample2	subsample3	subsample5	subsample3	subsample5
GRMZM2G144915	0	unexpressed	2118	subsample4	subsample5	subsample1	subsample2	subsample3	subsample2	subsample3	subsample5	subsample3	subsample5
GRMZM2G701806	0.151986	unexpressed	2120	subsample5	subsample3	subsample4	subsample1	subsample3	subsample1	subsample3	subsample2	subsample4	subsample2
GRMZM2G703846	0.205195	unexpressed	2120	subsample5	subsample3	subsample4	subsample1	subsample3	subsample1	subsample3	subsample2	subsample4	subsample2
GRMZM5G868959	0.100799	unexpressed	2121	subsample1	subsample4	subsample3	subsample5	subsample4	subsample2	subsample1	subsample1	subsample1	subsample4
GRMZM2G314339	0	unexpressed	2122	subsample1	subsample4	subsample5	subsample1	subsample4	subsample4	subsample4	subsample4	subsample3	subsample4
AC210416.3_FG003	0.026333	unexpressed	2122	subsample1	subsample4	subsample5	subsample1	subsample4	subsample4	subsample4	subsample4	subsample3	subsample4
GRMZM2G106511	462.932159	highly-expressed	2127	subsample4	subsample1	subsample1	subsample3	subsample2	subsample2	subsample5	subsample2	subsample1	subsample4
GRMZM2G106413	795.386353	highly-expressed	2127	subsample4	subsample1	subsample1	subsample3	subsample2	subsample2	subsample5	subsample2	subsample1	subsample4
GRMZM2G106445	834.207458	highly-expressed	2127	subsample4	subsample1	subsample1	subsample3	subsample2	subsample2	subsample5	subsample2	subsample1	subsample4
GRMZM2G106393	894.853333	highly-expressed	2127	subsample4	subsample1	subsample1	subsample3	subsample2	subsample2	subsample5	subsample2	subsample1	subsample4
GRMZM2G043460	382.595612	highly-expressed	2128	subsample5	subsample5	subsample1	subsample3	subsample2	subsample1	subsample4	subsample3	subsample2	subsample5
GRMZM2G504595	847.868591	highly-expressed	2128	subsample5	subsample5	subsample1	subsample3	subsample2	subsample1	subsample4	subsample3	subsample2	subsample5
GRMZM5G842865	0	unexpressed	2141	subsample3	subsample1	subsample4	subsample3	subsample3	subsample5	subsample3	subsample4	subsample5	subsample3
GRMZM2G350687	0.430266	unexpressed	2141	subsample3	subsample1	subsample4	subsample3	subsample3	subsample5	subsample3	subsample4	subsample5	subsample3
GRMZM2G174430	0	unexpressed	2142	subsample3	subsample3	subsample5	subsample2	subsample4	subsample2	subsample3	subsample5	subsample5	subsample4
GRMZM2G090176	0	unexpressed	2142	subsample3	subsample3	subsample5	subsample2	subsample4	subsample2	subsample3	subsample5	subsample5	subsample4
GRMZM5G805595	0.282334	unexpressed	2144	subsample2	subsample5	subsample1	subsample1	subsample1	subsample1	subsample2	subsample4	subsample5	subsample4
GRMZM2G498111	0.387372	unexpressed	2146	subsample4	subsample5	subsample3	subsample1	subsample1	subsample2	subsample5	subsample2	subsample3	subsample1
GRMZM2G579820	0.5016	unexpressed	2146	subsample4	subsample5	subsample3	subsample1	subsample1	subsample2	subsample5	subsample2	subsample3	subsample1
GRMZM2G564181	0.524215	unexpressed	2146	subsample4	subsample5	subsample3	subsample1	subsample1	subsample2	subsample5	subsample2	subsample3	subsample1
GRMZM2G456756	0.677407	unexpressed	2146	subsample4	subsample5	subsample3	subsample1	subsample1	subsample2	subsample5	subsample2	subsample3	subsample1
GRMZM2G501802	0.806195	unexpressed	2146	subsample4	subsample5	subsample3	subsample1	subsample1	subsample2	subsample5	subsample2	subsample3	subsample1
GRMZM2G498418	0	unexpressed	2152	subsample5	subsample4	subsample3	subsample3	subsample4	subsample4	subsample2	subsample3	subsample4	subsample2
GRMZM2G059556	630.833862	highly-expressed	2154	subsample5	subsample2	subsample2	subsample2	subsample1	subsample1	subsample5	subsample5	subsample5	subsample3
GRMZM2G398326	0.264598	unexpressed	2159	subsample4	subsample2	subsample4	subsample3	subsample5	subsample2	subsample3	subsample1	subsample4	subsample2
GRMZM2G385186	0.289183	unexpressed	2159	subsample4	subsample2	subsample4	subsample3	subsample5	subsample2	subsample3	subsample1	subsample4	subsample2
GRMZM2G060429	23330.14648	highly-expressed	2162	subsample5	subsample1	subsample1	subsample2	subsample3	subsample4	subsample4	subsample1	subsample5	subsample1
GRMZM2G138727	29457.85547	highly-expressed	2162	subsample5	subsample1	subsample1	subsample2	subsample3	subsample4	subsample4	subsample1	subsample5	subsample1
GRMZM2G138689	39360.03906	highly-expressed	2162	subsample5	subsample1	subsample1	subsample2	subsample3	subsample4	subsample4	subsample1	subsample5	subsample1
GRMZM2G313216	3326.440674	highly-expressed	2163	subsample3	subsample2	subsample5	subsample3	subsample2	subsample5	subsample1	subsample2	subsample4	subsample1
EF517601.1_FG016	2227.250244	highly-expressed	2164	subsample1	subsample3	subsample5	subsample2	subsample5	subsample1	subsample3	subsample2	subsample5	subsample2
GRMZM2G105587	7646.825195	highly-expressed	2164	subsample1	subsample3	subsample5	subsample2	subsample5	subsample1	subsample3	subsample2	subsample5	subsample2
GRMZM2G142363	659.643066	highly-expressed	2166	subsample3	subsample3	subsample5	subsample3	subsample1	subsample2	subsample3	subsample2	subsample4	subsample1
GRMZM2G069694	746.036377	highly-expressed	2169	subsample1	subsample1	subsample2	subsample5	subsample4	subsample3	subsample1	subsample4	subsample4	subsample1
GRMZM2G154484	0	unexpressed	2170	subsample4	subsample5	subsample1	subsample1	subsample1	subsample1	subsample4	subsample3	subsample3	subsample3
GRMZM2G162456	0	unexpressed	2170	subsample4	subsample5	subsample1	subsample1	subsample1	subsample1	subsample4	subsample3	subsample3	subsample3
GRMZM2G429662	0	unexpressed	2170	subsample4	subsample5	subsample1	subsample1	subsample1	subsample1	subsample4	subsample3	subsample3	subsample3
GRMZM2G409407	416.585876	highly-expressed	2171	subsample4	subsample1	subsample2	subsample3	subsample5	subsample3	subsample5	subsample2	subsample4	subsample2
GRMZM2G145280	1220.988037	highly-expressed	2171	subsample4	subsample1	subsample2	subsample3	subsample5	subsample3	subsample5	subsample2	subsample4	subsample2
GRMZM2G081102	1545.508057	highly-expressed	2171	subsample4	subsample1	subsample2	subsample3	subsample5	subsample3	subsample5	subsample2	subsample4	subsample2
GRMZM2G421491	815.02301	highly-expressed	2172	subsample2	subsample4	subsample1	subsample2	subsample5	subsample4	subsample1	subsample3	subsample4	subsample4
GRMZM2G701596	0	unexpressed	2175	subsample4	subsample3	subsample5	subsample2	subsample5	subsample2	subsample2	subsample5	subsample3	subsample5
GRMZM2G701594	0	unexpressed	2175	subsample4	subsample3	subsample5	subsample2	subsample5	subsample2	subsample2	subsample5	subsample3	subsample5
GRMZM2G700995	0	unexpressed	2175	subsample4	subsample3	subsample5	subsample2	subsample5	subsample2	subsample2	subsample5	subsample3	subsample5
GRMZM2G163081	3244.841797	highly-expressed	2176	subsample5	subsample2	subsample3	subsample2	subsample4	subsample1	subsample3	subsample5	subsample4	subsample5
GRMZM5G815894	7587.151367	highly-expressed	2176	subsample5	subsample2	subsample3	subsample2	subsample4	subsample1	subsample3	subsample5	subsample4	subsample5
GRMZM2G075056	0.780037	unexpressed	2184	subsample2	subsample3	subsample3	subsample5	subsample1	subsample4	subsample4	subsample1	subsample4	subsample1
GRMZM2G485453	0.119302	unexpressed	2185	subsample2	subsample2	subsample4	subsample4	subsample2	subsample2	subsample4	subsample1	subsample5	subsample3
GRMZM2G094360	406.595062	highly-expressed	2186	subsample5	subsample5	subsample5	subsample2	subsample5	subsample2	subsample4	subsample4	subsample4	subsample5
GRMZM2G134430	493.601196	highly-expressed	2188	subsample5	subsample3	subsample5	subsample3	subsample5	subsample4	subsample1	subsample5	subsample1	subsample4
GRMZM2G701300	0.287856	unexpressed	2190	subsample1	subsample3	subsample4	subsample3	subsample2	subsample5	subsample4	subsample1	subsample2	subsample2
GRMZM2G702283	0.316058	unexpressed	2190	subsample1	subsample3	subsample4	subsample3	subsample2	subsample5	subsample4	subsample1	subsample2	subsample2
GRMZM2G407347	403.658661	highly-expressed	2192	subsample3	subsample3	subsample2	subsample2	subsample1	subsample5	subsample3	subsample4	subsample2	subsample4
GRMZM2G008232	395.48111	highly-expressed	2194	subsample1	subsample1	subsample4	subsample5	subsample2	subsample3	subsample5	subsample2	subsample5	subsample1
GRMZM2G158766	442.552368	highly-expressed	2194	subsample1	subsample1	subsample4	subsample5	subsample2	subsample3	subsample5	subsample2	subsample5	subsample1
GRMZM5G861442	0.885859	unexpressed	2195	subsample4	subsample3	subsample2	subsample4	subsample5	subsample2	subsample5	subsample3	subsample2	subsample1
GRMZM2G138431	0.357168	unexpressed	2198	subsample3	subsample3	subsample3	subsample5	subsample5	subsample3	subsample1	subsample1	subsample1	subsample5
GRMZM5G865036	0.458889	unexpressed	2207	subsample4	subsample5	subsample3	subsample3	subsample4	subsample4	subsample4	subsample2	subsample2	subsample5
AC206611.3_FG003	0.39154	unexpressed	2210	subsample5	subsample3	subsample4	subsample5	subsample1	subsample4	subsample2	subsample2	subsample3	subsample5
GRMZM2G414528	350.050385	highly-expressed	2214	subsample3	subsample5	subsample4	subsample4	subsample4	subsample5	subsample2	subsample2	subsample5	subsample1
GRMZM2G094165	1624.839844	highly-expressed	2214	subsample3	subsample5	subsample4	subsample4	subsample4	subsample5	subsample2	subsample2	subsample5	subsample1
GRMZM2G348512	1763.504761	highly-expressed	2214	subsample3	subsample5	subsample4	subsample4	subsample4	subsample5	subsample2	subsample2	subsample5	subsample1
GRMZM2G121878	13338.14258	highly-expressed	2214	subsample3	subsample5	subsample4	subsample4	subsample4	subsample5	subsample2	subsample2	subsample5	subsample1
AC220972.3_FG002	0.467846	unexpressed	2215	subsample5	subsample3	subsample2	subsample1	subsample5	subsample4	subsample1	subsample3	subsample2	subsample2
GRMZM2G141418	0	unexpressed	2221	subsample4	subsample5	subsample4	subsample3	subsample4	subsample4	subsample5	subsample3	subsample3	subsample3
GRMZM2G030009	361.946869	highly-expressed	2226	subsample3	subsample2	subsample1	subsample3	subsample2	subsample1	subsample4	subsample5	subsample3	subsample5
GRMZM2G107711	2030.080933	highly-expressed	2226	subsample3	subsample2	subsample1	subsample3	subsample2	subsample1	subsample4	subsample5	subsample3	subsample5
GRMZM2G018441	464.094513	highly-expressed	2229	subsample2	subsample5	subsample3	subsample4	subsample4	subsample1	subsample4	subsample1	subsample5	subsample5
GRMZM2G377855	8967.286133	highly-expressed	2230	subsample3	subsample1	subsample5	subsample4	subsample4	subsample3	subsample2	subsample5	subsample5	subsample2
GRMZM2G329047	12311.91406	highly-expressed	2230	subsample3	subsample1	subsample5	subsample4	subsample4	subsample3	subsample2	subsample5	subsample5	subsample2
GRMZM2G468788	2830.749512	highly-expressed	2234	subsample1	subsample1	subsample1	subsample5	subsample1	subsample1	subsample4	subsample3	subsample1	subsample5
GRMZM2G309479	3114.631104	highly-expressed	2234	subsample1	subsample1	subsample1	subsample5	subsample1	subsample1	subsample4	subsample3	subsample1	subsample5
GRMZM2G004172	549.064453	highly-expressed	2235	subsample2	subsample2	subsample4	subsample2	subsample3	subsample5	subsample1	subsample2	subsample3	subsample5
GRMZM2G171664	449.426819	highly-expressed	2237	subsample4	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample1	subsample4
GRMZM2G038365	1786.255371	highly-expressed	2237	subsample4	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample1	subsample4
GRMZM2G162748	10253.82813	highly-expressed	2237	subsample4	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample1	subsample4
GRMZM2G396541	355.528046	highly-expressed	2243	subsample5	subsample3	subsample3	subsample2	subsample1	subsample4	subsample2	subsample4	subsample2	subsample3
GRMZM2G093262	0	unexpressed	2245	subsample1	subsample1	subsample5	subsample2	subsample5	subsample3	subsample5	subsample3	subsample1	subsample1
GRMZM2G051417	0.26635	unexpressed	2245	subsample1	subsample1	subsample5	subsample2	subsample5	subsample3	subsample5	subsample3	subsample1	subsample1
GRMZM2G700405	0.939489	unexpressed	2251	subsample2	subsample5	subsample1	subsample1	subsample3	subsample1	subsample2	subsample2	subsample2	subsample1
GRMZM2G029583	382.606232	highly-expressed	2253	subsample5	subsample1	subsample1	subsample4	subsample4	subsample1	subsample4	subsample2	subsample3	subsample2
GRMZM2G097628	0	unexpressed	2254	subsample5	subsample2	subsample5	subsample1	subsample5	subsample5	subsample4	subsample4	subsample2	subsample3
GRMZM2G397848	0	unexpressed	2254	subsample5	subsample2	subsample5	subsample1	subsample5	subsample5	subsample4	subsample4	subsample2	subsample3
GRMZM2G178536	0.049995	unexpressed	2254	subsample5	subsample2	subsample5	subsample1	subsample5	subsample5	subsample4	subsample4	subsample2	subsample3
GRMZM2G366313	517.313232	highly-expressed	2258	subsample4	subsample2	subsample2	subsample2	subsample4	subsample5	subsample1	subsample2	subsample5	subsample4
GRMZM5G853305	625.046814	highly-expressed	2258	subsample4	subsample2	subsample2	subsample2	subsample4	subsample5	subsample1	subsample2	subsample5	subsample4
GRMZM2G003909	955.838501	highly-expressed	2259	subsample5	subsample5	subsample4	subsample5	subsample3	subsample5	subsample4	subsample3	subsample2	subsample1
GRMZM2G104610	1074.995239	highly-expressed	2259	subsample5	subsample5	subsample4	subsample5	subsample3	subsample5	subsample4	subsample3	subsample2	subsample1
GRMZM2G149624	2576.462891	highly-expressed	2259	subsample5	subsample5	subsample4	subsample5	subsample3	subsample5	subsample4	subsample3	subsample2	subsample1
GRMZM2G114356	2964.733154	highly-expressed	2259	subsample5	subsample5	subsample4	subsample5	subsample3	subsample5	subsample4	subsample3	subsample2	subsample1
GRMZM2G009465	11036.03418	highly-expressed	2259	subsample5	subsample5	subsample4	subsample5	subsample3	subsample5	subsample4	subsample3	subsample2	subsample1
GRMZM2G078424	0.862915	unexpressed	2260	subsample1	subsample1	subsample1	subsample1	subsample3	subsample1	subsample3	subsample4	subsample4	subsample1
GRMZM2G556845	584.37207	highly-expressed	2263	subsample1	subsample1	subsample3	subsample1	subsample2	subsample5	subsample5	subsample1	subsample5	subsample5
GRMZM2G060513	0.69358	unexpressed	2265	subsample1	subsample2	subsample1	subsample1	subsample5	subsample5	subsample3	subsample2	subsample2	subsample2
GRMZM2G098335	445.282074	highly-expressed	2265	subsample1	subsample2	subsample1	subsample1	subsample5	subsample5	subsample3	subsample2	subsample2	subsample2
GRMZM2G096240	894.234436	highly-expressed	2265	subsample1	subsample2	subsample1	subsample1	subsample5	subsample5	subsample3	subsample2	subsample2	subsample2
GRMZM2G171452	1390.469116	highly-expressed	2265	subsample1	subsample2	subsample1	subsample1	subsample5	subsample5	subsample3	subsample2	subsample2	subsample2
GRMZM2G174565	5608.407715	highly-expressed	2265	subsample1	subsample2	subsample1	subsample1	subsample5	subsample5	subsample3	subsample2	subsample2	subsample2
GRMZM2G093479	0	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM5G800391	0.091721	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM2G044659	0.18918	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM2G004215	0.214872	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM2G093501	0.223744	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM2G163557	0.280181	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM2G040003	0.339804	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
GRMZM2G154665	0.499285	unexpressed	2267	subsample3	subsample1	subsample4	subsample1	subsample5	subsample2	subsample4	subsample5	subsample4	subsample4
AC186613.4_FG003	0	unexpressed	2268	subsample4	subsample4	subsample2	subsample3	subsample4	subsample1	subsample1	subsample3	subsample2	subsample1
AC210973.2_FG001	0	unexpressed	2268	subsample4	subsample4	subsample2	subsample3	subsample4	subsample1	subsample1	subsample3	subsample2	subsample1
GRMZM2G473485	0	unexpressed	2275	subsample5	subsample1	subsample3	subsample4	subsample5	subsample4	subsample2	subsample1	subsample1	subsample5
GRMZM2G118490	1350.255005	highly-expressed	2276	subsample4	subsample3	subsample2	subsample3	subsample4	subsample2	subsample2	subsample5	subsample4	subsample5
AC213612.3_FG001	3027.210693	highly-expressed	2278	subsample5	subsample3	subsample5	subsample4	subsample2	subsample2	subsample3	subsample5	subsample5	subsample4
GRMZM2G146308	12120.92871	highly-expressed	2278	subsample5	subsample3	subsample5	subsample4	subsample2	subsample2	subsample3	subsample5	subsample5	subsample4
GRMZM2G003584	0.258471	unexpressed	2281	subsample4	subsample4	subsample3	subsample4	subsample2	subsample2	subsample2	subsample3	subsample1	subsample4
GRMZM2G322717	0.431063	unexpressed	2281	subsample4	subsample4	subsample3	subsample4	subsample2	subsample2	subsample2	subsample3	subsample1	subsample4
AC212685.3_FG001	0.201591	unexpressed	2285	subsample5	subsample4	subsample3	subsample1	subsample3	subsample4	subsample2	subsample4	subsample2	subsample4
GRMZM2G154789	385.354797	highly-expressed	2289	subsample4	subsample2	subsample1	subsample4	subsample5	subsample3	subsample1	subsample2	subsample1	subsample2
GRMZM2G152041	1047.71521	highly-expressed	2289	subsample4	subsample2	subsample1	subsample4	subsample5	subsample3	subsample1	subsample2	subsample1	subsample2
GRMZM2G056068	1152.18811	highly-expressed	2289	subsample4	subsample2	subsample1	subsample4	subsample5	subsample3	subsample1	subsample2	subsample1	subsample2
GRMZM2G035134	662.074646	highly-expressed	2290	subsample1	subsample1	subsample5	subsample5	subsample5	subsample1	subsample2	subsample4	subsample4	subsample2
GRMZM5G836174	2204.633545	highly-expressed	2290	subsample1	subsample1	subsample5	subsample5	subsample5	subsample1	subsample2	subsample4	subsample4	subsample2
AC193745.3_FG003	0.661677	unexpressed	2291	subsample3	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3	subsample5	subsample1	subsample4
GRMZM2G124307	424.963287	highly-expressed	2292	subsample2	subsample4	subsample5	subsample2	subsample2	subsample3	subsample4	subsample1	subsample1	subsample2
GRMZM2G072034	642.011841	highly-expressed	2292	subsample2	subsample4	subsample5	subsample2	subsample2	subsample3	subsample4	subsample1	subsample1	subsample2
GRMZM2G110116	374.768982	highly-expressed	2293	subsample1	subsample5	subsample5	subsample4	subsample5	subsample5	subsample5	subsample4	subsample5	subsample5
GRMZM2G131577	486.6987	highly-expressed	2293	subsample1	subsample5	subsample5	subsample4	subsample5	subsample5	subsample5	subsample4	subsample5	subsample5
GRMZM2G041881	887.968506	highly-expressed	2293	subsample1	subsample5	subsample5	subsample4	subsample5	subsample5	subsample5	subsample4	subsample5	subsample5
GRMZM2G023242	966.570374	highly-expressed	2293	subsample1	subsample5	subsample5	subsample4	subsample5	subsample5	subsample5	subsample4	subsample5	subsample5
GRMZM2G001887	1532.952881	highly-expressed	2293	subsample1	subsample5	subsample5	subsample4	subsample5	subsample5	subsample5	subsample4	subsample5	subsample5
GRMZM6G902674	444.873871	highly-expressed	2294	subsample4	subsample4	subsample4	subsample1	subsample5	subsample4	subsample1	subsample5	subsample3	subsample5
GRMZM2G039370	0.678688	unexpressed	2296	subsample5	subsample3	subsample5	subsample1	subsample4	subsample4	subsample4	subsample2	subsample5	subsample2
GRMZM2G096435	853.145203	highly-expressed	2297	subsample2	subsample2	subsample1	subsample2	subsample5	subsample1	subsample2	subsample1	subsample2	subsample2
GRMZM2G410152	1260.51416	highly-expressed	2297	subsample2	subsample2	subsample1	subsample2	subsample5	subsample1	subsample2	subsample1	subsample2	subsample2
GRMZM2G480954	3466.395508	highly-expressed	2297	subsample2	subsample2	subsample1	subsample2	subsample5	subsample1	subsample2	subsample1	subsample2	subsample2
AC206941.2_FG002	9155.209961	highly-expressed	2297	subsample2	subsample2	subsample1	subsample2	subsample5	subsample1	subsample2	subsample1	subsample2	subsample2
GRMZM2G337229	12881.50586	highly-expressed	2297	subsample2	subsample2	subsample1	subsample2	subsample5	subsample1	subsample2	subsample1	subsample2	subsample2
GRMZM2G101004	513.998047	highly-expressed	2298	subsample2	subsample1	subsample3	subsample5	subsample2	subsample3	subsample4	subsample5	subsample2	subsample5
GRMZM2G179737	383.527679	highly-expressed	2299	subsample1	subsample1	subsample2	subsample1	subsample3	subsample3	subsample3	subsample1	subsample1	subsample5
GRMZM2G125516	418.537354	highly-expressed	2302	subsample3	subsample5	subsample3	subsample2	subsample5	subsample2	subsample1	subsample1	subsample3	subsample5
GRMZM2G167733	480.823242	highly-expressed	2302	subsample3	subsample5	subsample3	subsample2	subsample5	subsample2	subsample1	subsample1	subsample3	subsample5
GRMZM6G741620	454.806396	highly-expressed	2303	subsample2	subsample1	subsample3	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample1
GRMZM2G139900	2263.835938	highly-expressed	2303	subsample2	subsample1	subsample3	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample1
GRMZM2G063340	3260.742188	highly-expressed	2303	subsample2	subsample1	subsample3	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample1
GRMZM2G132929	5134.19873	highly-expressed	2303	subsample2	subsample1	subsample3	subsample1	subsample5	subsample3	subsample3	subsample1	subsample2	subsample1
